Отметка времени;Id;Пол;Возраст;Максимальный рейтинг в Доте;Рейтинг в доте на данный момент;Количество часов в игре (хотя бы примерное);Какое количество игр в среднем ты играешь в неделю? ;У меня ухудшается настроение, если я долго не играю в Доту 2;Почти все свое свободное время я трачу на Доту 2;Я часто играю больше, чем нужно, так как не могу остановиться (регаю новую игру);"Когда я играю в Доту я полностью над ней сосредоточен (не играю ""фо фан"")";С каждой неделей/месяцем я провожу в Доте все больше времени, чем раньше;Я часто регаю некст игру несмотря на дискомфорт (я могу играть голодный, не выспавшийся, в плохом самочувствии и т.д.);Я не рассказываю семье/друзьям о количестве часов, которое я провожу в Доте;Дота позволяет мне забыть о стрессе и жизненных проблемах ирл;Из-за количества часов, проводимых в игре я хуже учусь/работаю/выполняю иные задачи;Каждую игру в доте я играю на победу;Я часто играю в доту фо фан - мне интересен сам процесс игры (пробую разные сборки, новых героев, связки и тд);Если мне откровенно руинят игру тиммейты, я могу заруинить им в ответ;Я могу ливнуть из игры/встать в амулет, если что-то идет не так;У меня есть конкретная цель - апнуть птсы (например: взять 6к mmr или медаль властелина/дивайна/титана);Я играю в доту для того, чтобы побеждать;В доте слишком многое зависит не от меня и моей игры;Если я проигрываю, то это чаще всего связано с плохой игрой тиммейтов;Если бы у меня была сильная команда в каждой игре, я бы почти не проигрывал;Мой возможный птс намного больше, чем мой актуальный ;Я долгое время сижу на одном и том же рейтинге без видимого прогресса;У меня часто пропадает желание играть, когда мои тиммейты играют плохо;MMR - это всего лишь цифра, она не показывает реальный скилл игрока;Напиши трех героев, на которых у тебя сыграно больше всего игр, количество и винрейт на этих персонажах (например: Пудж, 152 игры, 56%):
2021/11/08 3:58:14 PM GMT+3;2446;М;24;2к птс;980 птс;4-6к;6-10 игр (пару дней в неделю стабильно-дота);2;2;2;3;1;3;1;3;2;3;4;1;1;2;2;3;3;2;5;4;1;3;"зевс: 214 игр, 59%; шейкер: 124 игры, 52%; вк: 93 игры, 45% (не знал что столько играл на вк)"
2021/11/08 3:58:16 PM GMT+3;2447;М;23;4310;4310;1000;1-5 игр (по выходным чисто пару каток);3;2;4;4;4;2;4;1;4;4;2;2;1;4;4;2;2;4;3;2;2;2;Нага, 180 игр 74%, антимаг 93 игры 56%, пак 40 игры 62,5%
2021/11/08 3:58:17 PM GMT+3;2448;М;18;4100;3800;1500;6-10 игр (пару дней в неделю стабильно-дота);1;2;3;3;2;2;5;3;3;4;3;1;2;4;4;5;2;4;3;2;1;2;нага 125 65% виверна 83 62% гримстроук 57 55%
2021/11/08 3:58:18 PM GMT+3;2449;М;20;3300;2700;3000;11-20 игр (почти каждый день по несколько игр);3;5;3;3;1;5;5;5;1;5;1;3;5;5;5;3;2;4;5;5;5;1;сф, 435 игр, 46 %. морф, 343 игр, 55%. Хускар, 277 игр, 54%
2021/11/08 3:58:20 PM GMT+3;2450;М;23;800;460;1200;1-5 игр (по выходным чисто пару каток);3;3;1;3;3;1;3;5;2;3;4;3;1;3;5;4;3;4;4;5;4;5;Лина, 150 , 60%:
2021/11/08 3:58:27 PM GMT+3;2451;М;15;3960;3940;2700;20-30 игр (каждый день по несколько игр);3;4;2;4;3;3;2;5;4;4;2;2;3;5;5;1;2;1;3;2;3;2;джагернаут, 350 игр , 66% . лансер, 128 игр , 65% . свен , 79 игр , 60%
2021/11/08 3:58:28 PM GMT+3;2452;М;19;1600;1280;2000;6-10 игр (пару дней в неделю стабильно-дота);3;5;5;5;1;5;5;5;5;4;4;1;1;5;5;1;1;5;3;5;5;3;Текис 89 49%, кунка 76 51%, пудж 65 50%(удачи серёг)
2021/11/08 3:58:31 PM GMT+3;2453;М;21;3500;2720;<5000;6-10 игр (пару дней в неделю стабильно-дота);1;1;1;4;1;2;1;1;3;5;1;1;1;5;5;1;1;1;2;1;3;3;МК 465 57.6%, Riki 214 58,9%, DrowRanger 245  56,3%  Инфа не соотносится с общим кол-во часов в доте , тк взята с нынешнего мейна
2021/11/08 3:58:34 PM GMT+3;2454;М;24;3970;3800;5500;11-20 игр (почти каждый день по несколько игр);2;2;4;3;1;5;5;4;2;4;2;1;1;2;5;2;3;2;2;4;4;2;Пудж,288 игры, 54%, Марс 170 игр, 51%, вк 110 игр, 53%
2021/11/08 3:58:40 PM GMT+3;2455;М;14;3800;2900;2800;20-30 игр (каждый день по несколько игр);4;3;2;4;3;4;3;5;2;5;2;2;1;5;5;2;2;4;4;2;1;3;Морф 200 игр , 62%      Terrorblade 77 , 53%     Клинкс 115 ,58%
2021/11/08 3:58:48 PM GMT+3;2456;М;22;2200;не калибрую;2309 в катках + 1700 афк или просмотр игр;11-20 игр (почти каждый день по несколько игр);1;2;3;4;2;1;5;5;3;4;4;3;2;1;3;3;2;2;3;3;2;3;"(Mirana, 69, 52%); (Rubick, 65, 47%) ; (Sand King, 63, 43%);"
2021/11/08 3:58:52 PM GMT+3;2457;М;19;2100;1300;1300;20-30 игр (каждый день по несколько игр);4;3;3;3;3;2;4;4;5;3;4;3;2;2;3;3;3;4;3;4;5;3;Джаггернаут 80 игр 62% Витч доктор 30 игр 65% Луна 30 игр 55%
2021/11/08 3:58:56 PM GMT+3;2458;М;17;1130;1040;2893;11-20 игр (почти каждый день по несколько игр);4;3;3;2;3;5;1;4;4;2;3;1;1;2;2;3;2;3;5;5;2;4;"Оракл(58.9% при 204 игры) 
Никс(54,3% при 350) 
Висп(55.6% 81)
Привет, Серевжа. В противовес скажу, я сыграл всего 539 ранкедов с winrate в (51.9%) из 3134 игр, потею на другом акке. 
Захожу я туда редко, когда мне хочется бомбануть на врагов, но не в чат, а просто попытаться вынести их на саппортах. Пасиб за такой крутой анонс. Давно такое хотел увидеть.
Love,
Сашишка (Арнар)"
2021/11/08 3:59:07 PM GMT+3;2459;М;19;3400;3100;6000;11-20 игр (почти каждый день по несколько игр);2;3;2;4;2;1;3;4;4;3;3;4;1;3;3;2;3;1;3;2;4;3;Phantom Assasin 241 63%, Sniper 208 51%, Lion 202 48%
2021/11/08 3:59:12 PM GMT+3;2460;М;27;1200;150;1000;6-10 игр (пару дней в неделю стабильно-дота);1;1;4;1;1;1;1;5;1;5;1;5;3;1;5;5;1;5;1;3;5;1;не помню точно
2021/11/08 3:59:24 PM GMT+3;2461;М;31;герой 5(3100);2750(герой 4);4,4к;Больше 30 игр (по много пабликов каждый день);2;4;2;5;3;2;3;5;3;5;1;1;1;4;5;5;4;2;4;4;5;4;"Mk 660игр,56,7%
Шейкер 275игр, 46,9%
Акс 179игр, 60.9%"
2021/11/08 3:59:27 PM GMT+3;2462;М;22;4200;2520;+- 9-11к на разных аккаунтах;11-20 игр (почти каждый день по несколько игр);3;3;4;4;3;2;2;5;1;4;3;1;1;3;3;2;2;3;3;2;1;3;Dark Willow 144 50%, Grimstroke 83 38.55%, Undying 75 60%
2021/11/08 3:59:34 PM GMT+3;2463;М;24;700;200;200;6-10 игр (пару дней в неделю стабильно-дота);1;2;3;3;1;1;1;2;1;5;3;1;1;4;5;2;2;3;3;3;1;1;"Шторм в турбо(в рейт не играю после стрика с 700 до 200птс) 42%
Фантомка ~40игр 56%
Раста ~40игр 60%"
2021/11/08 3:59:37 PM GMT+3;2464;М;20;2400;1800;2000;6-10 игр (пару дней в неделю стабильно-дота);3;2;4;4;2;4;4;5;3;4;2;3;1;1;4;2;2;5;3;4;5;3;"Хусик, 106 игр, 66%
Белка, 85 игр, 47,1% (её занерфили, а я всё равно продолжал фпшить героя)
Зевс, 55 игр, 56,4%"
2021/11/08 3:59:38 PM GMT+3;2465;М;32;3600;2200;6000;20-30 игр (каждый день по несколько игр);2;2;2;2;3;2;4;3;1;5;4;1;1;5;5;4;4;5;1;5;5;4;Wright kibg
2021/11/08 3:59:39 PM GMT+3;2466;М;26;3100;2530;3400;6-10 игр (пару дней в неделю стабильно-дота);3;4;4;3;2;4;5;3;5;4;3;2;1;2;4;2;4;4;2;5;5;2;Disruptor, 122, 58%.  Witch Doctor 111, 53%, 	Ogre Magi, 129, 49%
2021/11/08 3:59:41 PM GMT+3;2467;М;20;4300;3000;3500;11-20 игр (почти каждый день по несколько игр);3;3;4;5;3;4;5;1;4;5;2;2;2;3;5;5;4;5;4;5;5;2;Рики 95 игр 64,2%, Рубик 81 игра 63%, Шейкер 56 игр 62,5%
2021/11/08 3:59:42 PM GMT+3;2468;М;17;670;640;400+-;11-20 игр (почти каждый день по несколько игр);3;3;2;4;1;5;5;5;1;4;5;3;4;5;4;3;3;2;1;1;3;3;lifestealer 104 45.2%,Tiny 16 56.3% bloodseeker 55 36.2
2021/11/08 3:59:42 PM GMT+3;2469;М;15;1080;1080;700;20-30 игр (каждый день по несколько игр);2;2;4;3;2;1;2;1;3;4;3;4;2;3;4;3;3;4;5;1;3;4;тинкер 47 67%, сф 38 46%, мк 27 54%
2021/11/08 3:59:46 PM GMT+3;2470;М;15;300;110;500;11-20 игр (почти каждый день по несколько игр);3;4;3;4;5;2;4;4;2;4;2;1;2;4;3;3;1;5;5;4;4;2;кунка 113 игр, 52.2%. Рубик 44 игры, 53.3%
2021/11/08 3:59:50 PM GMT+3;2471;М;17;1500;1120;2000;6-10 игр (пару дней в неделю стабильно-дота);2;2;2;1;1;1;5;4;3;3;4;2;1;2;3;2;2;2;4;5;2;4;"Lycan - 80 ; 58.75%   Lone Druid - 59 ; 61.02%   Dragon knight - 57 ; 54,39%"
2021/11/08 3:59:51 PM GMT+3;2472;М;17;3900;3500;5000;6-10 игр (пару дней в неделю стабильно-дота);4;2;3;3;1;2;3;4;4;3;3;1;1;1;2;3;3;4;4;2;3;4;Пудж, 300, 53%. Сларк, 170, 70% (с 1000 до 2500 на нем апал). Джагернаут, 200, 56%.
2021/11/08 3:59:53 PM GMT+3;2473;М;16;3300;2900;2700;11-20 игр (почти каждый день по несколько игр);1;3;1;4;1;1;1;5;5;5;3;2;1;5;5;4;1;5;3;5;5;1;СФ 56%, урса 57%, ам 60%
2021/11/08 3:59:55 PM GMT+3;2474;М;16;4000;3800;6000;20-30 игр (каждый день по несколько игр);3;2;3;5;2;4;1;4;1;5;4;3;1;4;4;3;4;4;5;2;3;3;арк(300, 70%) сф(200, 50%) тинкер(300,80%)
2021/11/08 4:00:00 PM GMT+3;2475;М;17;2500;1500;1086;1-5 игр (по выходным чисто пару каток);3;1;1;2;2;1;3;3;2;1;4;1;1;2;2;3;4;4;5;3;4;5;"На новом акке играю в основном турбо => стата на DB не ведётся, старый акк не помню
Да и сама стата крайне странная на DB: 
dazzle 10 игр 70%;Io 10 игр 40%; Ogr mage 7 игр 85.71%"
2021/11/08 4:00:01 PM GMT+3;2476;М;20;1100;800;1000;1-5 игр (по выходным чисто пару каток);1;1;2;4;1;1;1;3;2;4;3;1;1;3;3;3;3;3;4;3;2;5;"ЦМка - 29 игр, 62%; Фантомка - 24 игры, 46%; Акс - 23 игры, 70%; Легионка - 23 игры, 61%"
2021/11/08 4:00:02 PM GMT+3;2477;М;14;1500;1500;800;11-20 игр (почти каждый день по несколько игр);2;3;1;4;2;1;1;1;3;4;3;1;1;1;2;1;1;3;1;1;1;1;пудж 86 игр 54,7%,сф 71 игра 56,3%,войд 32 игры 65,6%
2021/11/08 4:00:02 PM GMT+3;2478;М;17;550;490;350;11-20 игр (почти каждый день по несколько игр);2;3;1;5;1;1;1;3;1;5;4;1;1;4;5;4;3;3;2;3;4;1;"ВК,40 игр,57%
Tiny,20 игр,55%
Огр Маги,16 игр,80%"
2021/11/08 4:00:14 PM GMT+3;2479;М;25;3300;3300;1200;1-5 игр (по выходным чисто пару каток);1;2;1;3;1;2;3;3;3;4;4;3;1;3;5;2;2;2;4;2;2;4;друид, 40, %56 спектра 39, %57 чен 20, 60%
2021/11/08 4:00:23 PM GMT+3;2480;М;13;300;210;400;20-30 игр (каждый день по несколько игр);3;4;4;4;4;2;1;4;5;3;4;2;1;3;4;2;2;4;2;5;5;5;Шаман, 17 игр, 23% / Хускар, 16 игр, 31% / Джаггер, 6 игр, 83%
2021/11/08 4:00:30 PM GMT+3;2481;М;18;1700;1110;1000;6-10 игр (пару дней в неделю стабильно-дота);3;2;1;3;2;2;5;4;1;5;3;2;1;5;5;3;3;5;5;4;1;2;Земеля,80 игр 53%,туск 30 игр 51%,,антикрип 43 игры 32%
2021/11/08 4:00:31 PM GMT+3;2482;М;21;2600;1040;4000;11-20 игр (почти каждый день по несколько игр);2;2;4;3;2;5;4;5;5;4;1;5;2;2;4;4;2;2;3;5;4;3;"Lina 121, 50,4%
Monkey King, 58, 41,4%
Drow Ranger, 48, 47,9%"
2021/11/08 4:00:45 PM GMT+3;2483;М;31;3800;1330;6000;Больше 30 игр (по много пабликов каждый день);3;5;4;5;1;5;3;5;1;5;1;2;1;4;5;3;3;3;5;5;3;1;"Сларк (352 - 49.43%) 
Легионка (212 - 50%)
Жакиро (199 - 52.26%)
ЗЫ: Возможно некоторые мои ответы нелогичны, поэтому хочу внести немного ясности. Дело в том, что всё моё скатывание вниз по рейтингу, в основном, связано с тем, что я частенько завязываю с дотой. А когда возвращаюсь, как-будто очень сильно теряю в скиле. Отсюда и ноги растут :)"
2021/11/08 4:01:05 PM GMT+3;2484;М;15;ахаха блять 280)))) без шуток;хз я только что удалил доту мб 200;350;6-10 игр (пару дней в неделю стабильно-дота);1;3;1;5;2;2;2;1;2;5;1;1;1;1;5;5;2;5;2;5;2;3;бля надо доту скачать снова мне лень. Я катаю на вивере, траксе и иногда на венике. Я кстати может даже и не буду играть больше. Хз зачем я прохожу этот тест хотя я по сути толком то и не поиграл в доту и может даже не собираюсь играть дальше. У меня в последней катке сгорело со всего я хз почему. Ну и я решил удалить доту.
2021/11/08 4:01:10 PM GMT+3;2485;М;17;2400;2200;2500;11-20 игр (почти каждый день по несколько игр);4;2;4;3;1;5;2;3;4;4;2;4;2;5;5;2;3;3;5;3;3;3;"Invoker (191 игры, 42%); Slark (93 игры, 49%); Bloodseeker (81 игра, 48%)"
2021/11/08 4:01:18 PM GMT+3;2486;М;17;600;400;800;Больше 30 игр (по много пабликов каждый день);3;4;2;1;1;5;1;4;2;4;4;3;2;1;4;3;2;4;1;5;4;4;"Хускар, 46 игр, 47,8%; Слардар, 45 игр, 42,2%; Венга, 18 игр, 72,2%"
2021/11/08 4:01:22 PM GMT+3;2487;М;19;4500;4220;5550;11-20 игр (почти каждый день по несколько игр);1;2;2;5;2;1;5;2;1;4;1;1;3;5;4;3;3;3;4;3;5;4;"СФ 207 игр 52.7%; Пудж 181 игра 55.8%; Инвокер 166 игр 37.3%"
2021/11/08 4:01:45 PM GMT+3;2488;М;16;5120;5000;2950;11-20 игр (почти каждый день по несколько игр);1;4;5;4;3;5;1;1;5;5;1;2;1;5;5;3;3;5;5;4;5;3;ВР(580 игр, 61%), Лега(307 игр, 53%), Феникс(201 игр, 59%)
2021/11/08 4:01:46 PM GMT+3;2489;М;18;1310;1220;989;6-10 игр (пару дней в неделю стабильно-дота);3;1;1;3;4;4;1;2;4;2;2;1;1;4;4;5;2;4;1;5;1;1;Инвокер, 60 игр, 36%
2021/11/08 4:01:48 PM GMT+3;2490;М;15;Около 1600;Около 1600;1600;11-20 игр (почти каждый день по несколько игр);4;4;3;2;3;4;2;4;1;3;3;1;2;3;4;1;3;4;5;2;3;4;"Бетрайдер 43 игры 60 винрейт
Тинкер 28 игр 67 винрейт
Темпларка 26 игр 80 венрейт
(Желаю удачи в эксперименте)"
2021/11/08 4:02:06 PM GMT+3;2491;М;17;калибровка(скорее всего рекрут);калибровка;300(120 игр);20-30 игр (каждый день по несколько игр);2;4;1;4;3;1;2;5;3;4;2;4;5;5;5;3;3;5;5;3;5;4;"Анти-маг - 21 игра,57%

ПЛ - 15 игр,46%

Шторм - 13 игр, 46%

(первые 30-40 игр играл с ботами)"
2021/11/08 4:02:11 PM GMT+3;2492;М;21;1100;520;3000;6-10 игр (пару дней в неделю стабильно-дота);2;2;2;4;1;2;3;3;3;5;4;1;1;5;5;4;4;5;2;5;2;4;"Земеля,151 игра,55%
Минёр,106 игр, 58,5%
Мирана,44 игры, 50%"
2021/11/08 4:02:15 PM GMT+3;2493;М;19;1250;730;2241 час;11-20 игр (почти каждый день по несколько игр);1;5;1;2;3;2;1;4;3;4;5;1;1;5;4;5;1;5;5;2;3;1;"минер (421 матч, винрейт 59.38%), пудж (112 игр, 48%), герыч (59 игр, 44%) 

НО очень важная ремарка: примерно месяц (меньше) назад я играл на 3-4 позициях на минере и прочих героях, сейчас же я решил подняться с колен и начал мейнить 1 позицию. таким образом, сейчас три самых пикаемых героя у меня на пос1: вк (37 игр, 59.46%, марси (73% на 15 игр) и антимаг (47% на 21 игру). игр на этих героях примерно на 10-30 единиц больше на каждом, но дотабафф так сказал так что кто я такой, чтобы что-то пиздеть"
2021/11/08 4:02:15 PM GMT+3;2494;М;21;920;480;1501,2;6-10 игр (пару дней в неделю стабильно-дота);1;3;3;5;1;1;5;5;3;5;3;3;2;5;5;3;3;4;5;5;4;3;WK 59.8% 179 игр, Sniper 41.8% 91 игра, Pudge 54.5% 77 игр
2021/11/08 4:02:20 PM GMT+3;2495;М;16;1500;1200;400;20-30 игр (каждый день по несколько игр);2;4;5;5;2;5;5;3;4;5;1;1;2;5;5;5;3;5;3;2;2;1;шторм, 58, 53% гримстроук, 31, 58% морф 28, 39%
2021/11/08 4:02:26 PM GMT+3;2496;М;17;2500;2200;12000;6-10 игр (пару дней в неделю стабильно-дота);1;1;2;2;1;1;1;1;1;3;3;2;3;2;5;2;2;5;1;5;5;1;ВРка, 301, 56%| Марс, 142, 53%| ТА, 73, 57%
2021/11/08 4:02:33 PM GMT+3;2497;М;20;2700;2500;~2300;6-10 игр (пару дней в неделю стабильно-дота);5;2;4;5;2;4;2;5;5;5;2;5;4;2;5;4;3;3;1;1;5;1;"Панголиер, 101 игр , 50.50%; СМ, 85 игр, 56.47%; Shadow shaman, 52 игр , 52%"
2021/11/08 4:02:38 PM GMT+3;2498;М;18;980;980;500;6-10 игр (пару дней в неделю стабильно-дота);1;2;2;4;2;3;5;2;2;4;2;1;2;1;4;3;2;4;3;4;5;4;Огр 15 - 60%, Даззл 13 - 69.2%, бейн 11 - 27% (все саппорты 5 пос)
2021/11/08 4:02:39 PM GMT+3;2499;М;16;2800;Мейн 2790 смурф 2500 P.S сначала апаю +500 ммр на 1 акке, потом довожу другой до той же цифры, т.к психологически зная, что есть 2й акк с почти таким же кол-во ммр не страшно сливать птсы;3500;20-30 игр (каждый день по несколько игр);2;3;3;5;3;2;3;4;2;5;1;2;1;5;5;4;2;2;4;2;2;1;"1)Void spirit 110 63.6%(когда начинал, играл в приоритете только на нём, учился понимать механики, лайнинг)
2)Winter Wywern 90 60% (сейчас мейню её) 3) Oracle 78 69,2% (раньше играл довольно часто, выигрывал почти любой лайн и был полезен) 
P.S дотабафф закрыт уже примерно 3 месяца, т.к тогда узнал про скан статы акка с помощью овервульфа"
2021/11/08 4:02:49 PM GMT+3;2500;М;21;3600;330х;3500;6-10 игр (пару дней в неделю стабильно-дота);1;3;4;3;2;4;5;4;4;4;4;3;1;3;3;2;4;5;5;5;5;5;"Венга, 102, 72%
Веномансер, 110, 58%
Лина, 101, 51%"
2021/11/08 4:02:51 PM GMT+3;2501;М;19;1500;1000;2к;6-10 игр (пару дней в неделю стабильно-дота);1;2;5;5;2;3;1;4;5;5;3;1;1;4;5;4;2;4;5;5;2;3;1)Пудж, 279 ,50%. 2)шторм, 156, 56% 3) мипо, 114, 70%
2021/11/08 4:02:53 PM GMT+3;2502;М;16;100;70;200;1-5 игр (по выходным чисто пару каток);1;2;4;3;1;1;2;4;1;4;5;1;1;1;4;5;2;2;1;5;2;5;"Drow ranger(19, 50%)
Antimage(10, 82%)
Bloodseeker(14,80%)"
2021/11/08 4:02:57 PM GMT+3;2503;М;17;0ммр,;Только открыл рейтинг - 0;200;20-30 игр (каждый день по несколько игр);1;2;1;1;3;2;1;1;1;5;4;1;1;1;3;3;1;1;1;3;1;3;"Дазл(18/61%) Дерево(14/57%) Огр(11/83%(если округлить))
Мейн роль - 5"
2021/11/08 4:03:02 PM GMT+3;2504;М;17;1590;1270;2017 до 2020 игра по фану, но потом в начале 2021 решил играть серьезнее и апнуть свой первый ммр ( часов в игре я думаю у меня со всех аккаунтов наберется 4 тыс. часов примерно);6-10 игр (пару дней в неделю стабильно-дота);3;4;3;4;5;5;4;5;5;4;4;1;1;5;5;4;4;5;5;4;3;5;"Shadow Demon, 100 игр, 42%;  Windranger, 86 игр, 60%;"
2021/11/08 4:03:09 PM GMT+3;2505;М;20;2800;1500;6000;11-20 игр (почти каждый день по несколько игр);3;3;4;3;4;3;3;4;4;4;4;1;2;5;5;1;2;2;5;2;3;3;Juggernaut +- 100 игр, около 50%, Dragon Knight +- 100 60%
2021/11/08 4:03:18 PM GMT+3;2506;М;15;2900;2830;1900 примерно;6-10 игр (пару дней в неделю стабильно-дота);2;3;2;3;2;5;2;3;2;4;3;1;1;4;1;3;3;4;3;4;5;4;"Дровка, 189 игры, 65%; Джагер, 68 игры, 40%; Антимаг, 67 игры, 55%"
